Faq,Que ID,Path,Primary Question,Alternate Question,Tags,Answer,Extended Answer-1,Extended Answer-2
"",dcbec7d8-615f-5114-af91-012aeaad10bc,"undefined","Examples of tea","","tea,examples","chrysanthemum, jasmine, green, black",
"",6fe00207-871a-5ddc-b8d7-f56b4fb8fbf6,"undefined","Is tea from a cafe best, or homemade?","","best,tea,homemade,cafe","homemade, always",
"",6fe3e1f8-1244-5040-82a2-6f0871b780af,"undefined","What are the four main types of tea?","","tea,four,main-types","oolong, white, green, black",
"",a19b22b9-d9b1-571e-aa97-39c60e255c74,"undefined","Is black tea good for health?","","tea,black","Research done in India, Europe, and other countries show that consumption of Drinking 3 or more servings of tea daily was associated with a reduced risk of heart disease, thought to be attributed to the high flavonoid content. One meta-analysis found that regular tea drinking reduced the risk of having a heart attack by 11%. Some observational studies have linked tea drinking with a lower risk of cancer – particularly colorectal cancer.",
"",cd849109-83f4-5e46-8be2-10cf8a246455,"undefined","Does tea contain caffeine?","","tea,caffeine","Every tea made from the Camellia sinensis plant contains caffeine, regardless of the type of tea. Herbal teas and fruit teas, which are actually infusions, do not contain caffeine.",
"",ec113e32-a16b-5ebc-857c-3c45d2694d5b,"undefined","Are there many health benefits from tea?","","benefits,tea","Not necessarily.",
"",c769c216-0027-5013-9679-461ec69ce353,"undefined","What tea leaves are prepped by steaming and heating?","","heating,steaming,tea-leaves","green tea leaves",
"",1,"undefined","Test","","","test words",
"",1,"undefined","","this is an alternate","","",
"",1,"undefined","","omg another!","","",
"",2ecf997c-ff9b-59f9-849b-8976f4502f67,"undefined","What is matcha?","","","Matcha is a powder of green tea leaves.",
"",d481a6ec-9c62-5d99-92be-ef73fff6abab,"undefined","Is green tea good for health?","","green","yes",
"",100fae4b-bcf6-5036-97ba-a6e4848d5a8a,"undefined","Is boba popular??","","popular,boba,popular,boba","yes it's popular",
"",13aecfe6-59df-536a-8108-c6a0a85f2e19,"undefined","can I add other flavors to my tea?","","tea,add,flavors","yes! add a fruit extract, or milk.",
"",7532d2a0-da6d-5320-a646-1dc6831acc3a,"undefined","Is tea eaten with meals?","","eat,tea","Yes, in many asian, and east asian cultures",
"",3ab890a3-4a79-5861-9187-6133fff21400,"undefined","What cafe do you recommend most?","","recommend,cafe","morning glory",
"",ff5deb2d-6d25-5f43-be41-dfcfdcd75b45,"undefined","What is bubble tea?","","tea,bubble","Bubble tea, also known as boba is tea along with sweet tapioca pearls, cooked in some kind of brown sugar. ",
"",90bcbe09-ffc5-5f58-b368-e0021af99332,"undefined","Is boba the same thing as bubble tea?","","bubble,boba","Yes!",
"",9c4f5d22-c36b-5cad-94ed-f6d95cd1f3d3,"undefined","Are there different sizes of boba?","","sizes,boba","Yes, some shops sell mini or jumbo boba as options in their tea",
"",f23e8fd1-3a64-589b-97f0-56edb5f7329c,"undefined","Is chai also tea?","","tea,chai","Often misspoken as chai tea in the states, chai is in fact directly translated to tea.",
"",57ffc336-f8ad-5deb-9023-377e1ba990f0,"undefined","What is fruit tea?","","tea,fruit","Tea infused with different fruit extracts, flavors, syrups anad sometimes fresh fruit as well ",
"",7e7a38db-1af0-5f9b-abb5-4995be163254,"undefined","What does boba go well with?","","boba","It's typically had with different types of street food, as a refreshing way to cut the grease, cleanse a palette or have a burst of sweetness. ",
"",92db6aac-1064-5cb8-a656-5f29cda36e52,"undefined","Can I make boba at home?","","make,boba","Yes! There are many starter packs, or people make the tapioca pearls and go through the whole process on their own.",
"",82c7714b-1a18-5469-bd63-96195c8938aa,"undefined","What is black sugar boba?","","boba,sugar,black","The syrup used to soak the tapioca pearls is drizzled on the edge of the cup to create an aesthetic design. ",
"",0ea58baf-1eaf-5d37-9a14-25b167acbd52,"undefined","Can I get a sustainable boba straw?","","boba,straw,sustainable","Yes, since the popularity of metal straws has grown, many tea shops will sell bigger metal straws that allow us to still have boba while helping the environment.",
"",66549b10-c88d-5fdf-a3f7-38c32db6cfa2,"undefined","How sugary is bubble tea?","","tea,bubble,sugary","It can get quite sweet, but most shops allow you to adjust your sweetness level. ",
"",e1158318-86ac-5a03-81fa-7fc03a1105d0,"undefined","Is milk tea heavy?","","heavy,tea,milk","It can be, especially if there is other rich cream that goes on top. Opt for a fruit tea with jelly for something lighter! ",
"",d155db07-0416-58bc-b6a6-4d5f4bf949c6,"undefined","What is lychee jelly?","","jelly,lychee","It is another topping commonly used in teas. It pairs best with fruit teas, since it is made from  fruit itself! ",
"",20e2d933-36a4-5469-84e3-86b5e9be70b8,"undefined","What is cheese cream?","","cream,cheese","This is a common topping for teas, it is a foam usually made with some sort of cream cheese to add a bit of decadence and rich flavor to the tea. ",
"",4de0d12c-44a9-5c9b-8a1d-871d0672efb1,"undefined","Is boba popular?","","popular,boba","Yes, very much so - it has gained this in recent years, and mainstream chains like starbucks have also been rumored to begin to offer it on their menus!",
"",4a826568-2199-57dd-a52d-46a0703f83c5,"undefined","Where is the first starbucks located?","","located,starbucks,first","Pike place market, in seattle! ",
"",e9f79ad2-4b82-5c76-aeab-563e9301bc82,"undefined","Where is bubble tea from?","","from,bubble-tea","This drink originated in taiwan",
"",c914aa12-8c75-5032-a2c8-c0794bba5d49,"undefined","Is peets coffee better than starbucks?","","starbucks,better,peets-coffee","The critical acclaim is towards peets, but starbucks is a lot more widespread.",
"",2379b4da-6be2-5b90-992a-dd3335201640,"undefined","How do I make tea?","","make,tea","Get some leaves and brew it!",


Node,Que ID,nodepath,Tag,precondition,outputcontext,Traits,enableContext
"","","tea_bot",N,"","","",false
"",dcbec7d8-615f-5114-af91-012aeaad10bc,examples,Y,
"",dcbec7d8-615f-5114-af91-012aeaad10bc,tea,Y,
"",6fe00207-871a-5ddc-b8d7-f56b4fb8fbf6,cafe,Y,
"",6fe00207-871a-5ddc-b8d7-f56b4fb8fbf6,homemade,Y,
"",6fe00207-871a-5ddc-b8d7-f56b4fb8fbf6,tea,Y,
"",6fe00207-871a-5ddc-b8d7-f56b4fb8fbf6,best,Y,
"",6fe3e1f8-1244-5040-82a2-6f0871b780af,main-types,Y,
"",6fe3e1f8-1244-5040-82a2-6f0871b780af,four,Y,
"",6fe3e1f8-1244-5040-82a2-6f0871b780af,tea,Y,
"",a19b22b9-d9b1-571e-aa97-39c60e255c74,black,Y,
"",a19b22b9-d9b1-571e-aa97-39c60e255c74,tea,Y,
"",cd849109-83f4-5e46-8be2-10cf8a246455,caffeine,Y,
"",cd849109-83f4-5e46-8be2-10cf8a246455,tea,Y,
"",ec113e32-a16b-5ebc-857c-3c45d2694d5b,tea,Y,
"",ec113e32-a16b-5ebc-857c-3c45d2694d5b,benefits,Y,
"",c769c216-0027-5013-9679-461ec69ce353,tea-leaves,Y,
"",c769c216-0027-5013-9679-461ec69ce353,steaming,Y,
"",c769c216-0027-5013-9679-461ec69ce353,heating,Y,
"",d481a6ec-9c62-5d99-92be-ef73fff6abab,green,Y,
"",100fae4b-bcf6-5036-97ba-a6e4848d5a8a,boba,Y,
"",100fae4b-bcf6-5036-97ba-a6e4848d5a8a,popular,Y,
"",100fae4b-bcf6-5036-97ba-a6e4848d5a8a,boba,Y,
"",100fae4b-bcf6-5036-97ba-a6e4848d5a8a,popular,Y,
"",13aecfe6-59df-536a-8108-c6a0a85f2e19,flavors,Y,
"",13aecfe6-59df-536a-8108-c6a0a85f2e19,add,Y,
"",13aecfe6-59df-536a-8108-c6a0a85f2e19,tea,Y,
"",7532d2a0-da6d-5320-a646-1dc6831acc3a,tea,Y,
"",7532d2a0-da6d-5320-a646-1dc6831acc3a,eat,Y,
"",3ab890a3-4a79-5861-9187-6133fff21400,cafe,Y,
"",3ab890a3-4a79-5861-9187-6133fff21400,recommend,Y,
"",ff5deb2d-6d25-5f43-be41-dfcfdcd75b45,bubble,Y,
"",ff5deb2d-6d25-5f43-be41-dfcfdcd75b45,tea,Y,
"",90bcbe09-ffc5-5f58-b368-e0021af99332,boba,Y,
"",90bcbe09-ffc5-5f58-b368-e0021af99332,bubble,Y,
"",9c4f5d22-c36b-5cad-94ed-f6d95cd1f3d3,boba,Y,
"",9c4f5d22-c36b-5cad-94ed-f6d95cd1f3d3,sizes,Y,
"",f23e8fd1-3a64-589b-97f0-56edb5f7329c,chai,Y,
"",f23e8fd1-3a64-589b-97f0-56edb5f7329c,tea,Y,
"",57ffc336-f8ad-5deb-9023-377e1ba990f0,fruit,Y,
"",57ffc336-f8ad-5deb-9023-377e1ba990f0,tea,Y,
"",7e7a38db-1af0-5f9b-abb5-4995be163254,boba,Y,
"",92db6aac-1064-5cb8-a656-5f29cda36e52,boba,Y,
"",92db6aac-1064-5cb8-a656-5f29cda36e52,make,Y,
"",82c7714b-1a18-5469-bd63-96195c8938aa,black,Y,
"",82c7714b-1a18-5469-bd63-96195c8938aa,sugar,Y,
"",82c7714b-1a18-5469-bd63-96195c8938aa,boba,Y,
"",0ea58baf-1eaf-5d37-9a14-25b167acbd52,sustainable,Y,
"",0ea58baf-1eaf-5d37-9a14-25b167acbd52,straw,Y,
"",0ea58baf-1eaf-5d37-9a14-25b167acbd52,boba,Y,
"",66549b10-c88d-5fdf-a3f7-38c32db6cfa2,sugary,Y,
"",66549b10-c88d-5fdf-a3f7-38c32db6cfa2,bubble,Y,
"",66549b10-c88d-5fdf-a3f7-38c32db6cfa2,tea,Y,
"",e1158318-86ac-5a03-81fa-7fc03a1105d0,milk,Y,
"",e1158318-86ac-5a03-81fa-7fc03a1105d0,tea,Y,
"",e1158318-86ac-5a03-81fa-7fc03a1105d0,heavy,Y,
"",d155db07-0416-58bc-b6a6-4d5f4bf949c6,lychee,Y,
"",d155db07-0416-58bc-b6a6-4d5f4bf949c6,jelly,Y,
"",20e2d933-36a4-5469-84e3-86b5e9be70b8,cheese,Y,
"",20e2d933-36a4-5469-84e3-86b5e9be70b8,cream,Y,
"",4de0d12c-44a9-5c9b-8a1d-871d0672efb1,boba,Y,
"",4de0d12c-44a9-5c9b-8a1d-871d0672efb1,popular,Y,
"",4a826568-2199-57dd-a52d-46a0703f83c5,first,Y,
"",4a826568-2199-57dd-a52d-46a0703f83c5,starbucks,Y,
"",4a826568-2199-57dd-a52d-46a0703f83c5,located,Y,
"",e9f79ad2-4b82-5c76-aeab-563e9301bc82,bubble-tea,Y,
"",e9f79ad2-4b82-5c76-aeab-563e9301bc82,from,Y,
"",c914aa12-8c75-5032-a2c8-c0794bba5d49,peets-coffee,Y,
"",c914aa12-8c75-5032-a2c8-c0794bba5d49,better,Y,
"",c914aa12-8c75-5032-a2c8-c0794bba5d49,starbucks,Y,
"",2379b4da-6be2-5b90-992a-dd3335201640,tea,Y,
"",2379b4da-6be2-5b90-992a-dd3335201640,make,Y,


Synonyms,Phrase,Synonyms


ConfidenceConfigs,Parameter,Value
"",useBotSynonyms,false

vNameSpace,"[{""name"":""default"",""refId"":""0af93871-fcde-5afc-acb2-5f578696b5a6""}]"
